rang,id,naslov,tip,st_epizod,leto,ogledi,ocena 
732,#area17895,Golden Time,TV,24,2013,435225,7.8
733,#area9734,K-On!!: Keikaku!,Special,1,2011,68338,7.8
734,#area4472,Lucky☆Star: Original na Visual to Animation,OVA,1,2008,98898,7.8
735,#area1425,Lupin III: Part II,TV,155,1977,16474,7.8
736,#area5310,Macross F Movie 1: Itsuwari no Utahime,Movie,1,2009,23866,7.8
737,#area4087,Michiko to Hatchin,TV,22,2008,110149,7.8
738,#area82,Mobile Suit Gundam 0080: War in the Pocket,OVA,6,1989,32124,7.8
739,#area36286,Re:Zero kara Hajimeru Isekai Seikatsu: Memory Snow,OVA,1,2018,78204,7.8
740,#area6591,Rurouni Kenshin DVD-BOX Special Ending,Special,1,2007,12398,7.8
741,#area30727,Saenai Heroine no Sodatekata ♭,TV,11,2017,141748,7.8
742,#area5485,Shin Mazinger Shougeki! Z-hen,TV,26,2009,10361,7.8
743,#area18397,Shingeki no Kyojin OVA,OVA,3,2013,191761,7.8
744,#area20057,Space☆Dandy,TV,13,2014,186309,7.8
745,#area29830,Tamayura: Sotsugyou Shashin Part 3 - Akogare,Movie,1,2015,5032,7.8
746,#area16870,The Last: Naruto the Movie,Movie,1,2014,177210,7.8
747,#area36125,Uchiage Hanabi,Music,1,2017,8175,7.8
748,#area2753,Ushiro no Shoumen Daare,Movie,1,1991,6225,7.8
749,#area33253,Ajin 2nd Season,TV,13,2016,150191,7.8
750,#area10218,Berserk: Ougon Jidai-hen I - Haou no Tamago,Movie,1,2012,118144,7.8
751,#area9252,Break Blade 3: Kyoujin no Ato,Movie,1,2010,49191,7.8
752,#area14741,Chuunibyou demo Koi ga Shitai!,TV,12,2012,613328,7.8
753,#area1473,City Hunter &#039;91,TV,13,1991,9315,7.8
754,#area34439,Code Geass: Hangyaku no Lelouch II - Handou,Movie,1,2018,26989,7.8
755,#area552,Digimon Adventure,TV,54,1999,247274,7.8
756,#area317,Final Fantasy VII: Advent Children,Movie,1,2005,165745,7.8
757,#area28907,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",TV,12,2015,411730,7.8
758,#area1824,Hadashi no Gen,Movie,1,1983,25299,7.8
759,#area37141,Hataraku Saibou,TV,13,2018,178669,7.8
760,#area451,InuYasha Movie 03: Tenka Hadou no Ken,Movie,1,2003,62743,7.8
761,#area4886,InuYasha: Kuroi Tessaiga,Special,1,2008,22554,7.8
762,#area6862,K-On!: Live House!,Special,1,2010,91369,7.8
763,#area32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,OVA,1,2016,139338,7.8
764,#area19703,Kyousou Giga (TV),TV,10,2013,105604,7.8
765,#area19489,Little Witch Academia: Mahoujikake no Parade,Movie,1,2015,110283,7.8
766,#area34021,Lupin the IIIrd: Chikemuri no Ishikawa Goemon,Movie,1,2017,14198,7.8
767,#area93,Mobile Suit Gundam SEED,TV,50,2002,118376,7.8
768,#area31764,Nejimaki Seirei Senki: Tenkyou no Alderamin,TV,13,2016,173159,7.8
769,#area20159,Pokemon: The Origin,Special,4,2013,128085,7.8
770,#area6154,Saint Seiya: The Hades Chapter Sanctuary - Yomigaerishi Gold Saint-tachi no Shinwa,Special,2,2003,6831,7.8
771,#area7588,Saraiya Goyou,TV,12,2010,54645,7.8
772,#area2104,Seto no Hanayome,TV,26,2007,215269,7.8
773,#area1375,Watashi no Ashinaga Ojisan,TV,40,1990,8219,7.8
774,#area7044,Zan Sayonara Zetsubou Sensei Bangaichi,OVA,2,2009,28215,7.8
775,#area1818,Claymore,TV,26,2007,428796,7.8
776,#area25303,Haikyuu!!: Lev Genzan!,OVA,1,2015,48147,7.8
777,#area5835,Hanasakeru Seishounen,TV,39,2009,46731,7.8
778,#area7645,Heartcatch Precure!,TV,49,2010,17719,7.8
779,#area3604,Hidamari Sketch x 365,TV,13,2008,22935,7.8
780,#area10357,Jinrui wa Suitai Shimashita,TV,12,2012,126371,7.8
781,#area5680,K-On!,TV,13,2009,536704,7.8
782,#area8525,Kami nomi zo Shiru Sekai,TV,12,2010,388519,7.8
783,#area516,Keroro Gunsou,TV,358,2004,43443,7.8
784,#area1096,Kidou Keisatsu Patlabor 2 the Movie,Movie,1,1993,17458,7.8
785,#area18153,Kyoukai no Kanata,TV,12,2013,564134,7.8
786,#area6115,Lupin III vs. Detective Conan,Special,1,2009,20241,7.8
787,#area1910,Master Keaton OVA,OVA,15,1999,4798,7.8
788,#area32547,Non Non Biyori Repeat: Hotaru ga Tanoshinda,OVA,1,2016,20812,7.8
789,#area10119,Seitokai Yakuindomo OVA,OVA,8,2011,84764,7.8
790,#area36106,Shingeki no Kyojin: Lost Girls,OVA,3,2017,86007,7.8
791,#area24893,Sidonia no Kishi: Daikyuu Wakusei Seneki,TV,12,2015,83286,7.8
792,#area34902,Tsurezure Children,TV,12,2017,271907,7.8
793,#area1921,Urusei Yatsura Movie 2: Beautiful Dreamer,Movie,1,1984,8696,7.8
794,#area18245,White Album 2,TV,13,2013,141085,7.8
795,#area36904,Aggressive Retsuko (ONA),ONA,10,2018,37955,7.8
796,#area6024,Chi&#039;s Sweet Home: Atarashii Ouchi,TV,104,2009,20348,7.8
797,#area22265,Free!: Eternal Summer,TV,13,2014,214979,7.8
798,#area10090,Ghost in the Shell: Stand Alone Complex - Solid State Society 3D,Movie,1,2011,10711,7.8
799,#area20431,Hoozuki no Reitetsu,TV,13,2014,79576,7.8
800,#area34542,Inuyashiki,TV,11,2017,235691,7.8
801,#area16904,K: Missing Kings,Movie,1,2014,148814,7.8
802,#area20517,Little Busters!: EX,Special,8,2014,36153,7.8
803,#area10620,Mirai Nikki,TV,26,2011,1046400,7.8
804,#area80,Mobile Suit Gundam,TV,43,1979,71846,7.8
805,#area91,Mobile Suit Gundam Wing: Endless Waltz,OVA,3,1997,34399,7.8
806,#area31772,One Punch Man Specials,Special,6,2015,138359,7.8
807,#area795,Oniisama e...,TV,39,1991,18491,7.8
808,#area21339,Psycho-Pass Movie,Movie,1,2015,147178,7.8
809,#area8311,Tegamibachi Reverse,TV,25,2010,44775,7.8
810,#area1562,Yamato Nadeshiko Shichihenge♥,TV,25,2006,110491,7.8
811,#area2761,Densetsu Kyojin Ideon: Hatsudou-hen,Movie,1,1982,4486,7.8
812,#area12117,Detective Conan Movie 16: The Eleventh Striker,Movie,1,2012,22607,7.8
813,#area14735,Detective Conan Movie 17: Private Eye in the Distant Sea,Movie,1,2013,20166,7.8
814,#area34430,Detective Conan Movie 21: The Crimson Love Letter,Movie,1,2017,11305,7.8
815,#area35798,Detective Conan Movie 22: Zero The Enforcer,Movie,1,2018,6996,7.8
816,#area13117,Hakuouki Movie 1: Kyoto Ranbu,Movie,1,2013,17735,7.8
817,#area106,Hana yori Dango,TV,51,1996,36987,7.8
818,#area4192,Hayate no Gotoku!!,TV,25,2009,82631,7.8
819,#area11237,Hidamari Sketch x SP,Special,2,2011,10034,7.8
820,#area1379,Kino no Tabi: Nanika wo Suru Tame ni - Life Goes On.,Movie,1,2005,37248,7.8
821,#area875,Mind Game,Movie,1,2004,45517,7.8
822,#area1092,Mobile Suit Gundam III: Encounters in Space,Movie,1,1982,16378,7.8
823,#area210,Ranma ½,TV,161,1989,144311,7.8
824,#area582,Sexy Commando Gaiden: Sugoiyo!! Masaru-san,TV,48,1998,8338,7.8
825,#area33502,Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,TV,12,2017,173841,7.8
826,#area29829,Tamayura: Sotsugyou Shashin Part 2 - Hibiki,Movie,1,2015,5273,7.8
827,#area407,Tantei Gakuen Q,TV,45,2003,21831,7.8
828,#area21867,The Disappearance of Conan Edogawa: The Worst Two Days in History,Special,1,2014,6474,7.8
829,#area479,Ueki no Housoku,TV,51,2005,78488,7.8
830,#area30902,Yuru Yuri Nachuyachumi!+,Special,2,2015,32653,7.8
831,#area1961,Arashi no Yoru ni,Movie,1,2005,15071,7.8
832,#area1520,Black Jack,OVA,12,1993,20971,7.8
833,#area985,Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,Special,1,1993,59901,7.8
834,#area8479,Hetalia World Series,ONA,48,2010,80025,7.8
835,#area15195,Hetalia: The Beautiful World,ONA,20,2013,47492,7.8
836,#area2828,Ie Naki Ko,TV,51,1977,6990,7.8
837,#area570,Jin-Rou,Movie,1,1999,91998,7.8
838,#area37965,Kaze ga Tsuyoku Fuiteiru,TV,23,2018,49567,7.8
839,#area32871,Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Movie,1,2016,13775,7.8
840,#area251,Kyou kara Maou!,TV,78,2004,72518,7.8
841,#area12917,Madang-Eul Naon Amtalg,Movie,1,2011,2188,7.8
842,#area90,Mobile Suit Gundam Wing,TV,49,1995,107753,7.8
843,#area31704,One Punch Man: Road to Hero,OVA,1,2015,158518,7.8
844,#area5530,Pandora Hearts,TV,25,2009,295723,7.8
845,#area1007,Ranma ½ OVA,OVA,6,1993,21042,7.8
846,#area154,Shaman King,TV,64,2001,228603,7.8
847,#area36702,Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,Movie,1,2018,26178,7.8
848,#area534,Slayers,TV,26,1995,94715,7.8
849,#area28677,Yamada-kun to 7-nin no Majo,TV,12,2015,354811,7.8
850,#area31783,Yowamushi Pedal: New Generation,TV,25,2017,40941,7.8
851,#area7193,Aoi Bungaku Series,TV,12,2009,126123,7.8
852,#area31733,Bishoujo Senshi Sailor Moon Crystal Season III,TV,13,2016,28196,7.8
853,#area21405,Bokura wa Minna Kawai-sou,TV,12,2014,230536,7.8
854,#area28121,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,TV,13,2015,628290,7.8
855,#area2508,Genshiken 2,TV,12,2007,64528,7.8
856,#area17273,Hetalia: The Beautiful World Specials,Special,4,2013,12363,7.8
857,#area37029,Hoozuki no Reitetsu 2nd Season: Sono Ni,TV,13,2018,12929,7.8
858,#area3603,JoJo no Kimyou na Bouken: Phantom Blood,Movie,1,2007,18164,7.8
859,#area1887,Lucky☆Star,TV,24,2007,402901,7.8
860,#area13203,Lupin the Third: Mine Fujiko to Iu Onna,TV,13,2012,35201,7.8
861,#area36038,Net-juu no Susume,TV,10,2017,220239,7.8
862,#area15959,Nurarihyon no Mago OVA,OVA,2,2012,16084,7.8
863,#area2582,Soukou Kihei Votoms,TV,52,1983,13339,7.8
864,#area6213,Toaru Kagaku no Railgun,TV,24,2009,317129,7.8
865,#area21995,Ao Haru Ride,TV,12,2014,365954,7.8
866,#area9919,Ao no Exorcist,TV,25,2011,934123,7.8
867,#area9074,Arakawa Under the Bridge x Bridge,TV,13,2010,107796,7.8
868,#area13535,Binbougami ga!,TV,13,2012,159037,7.8
869,#area28755,Boruto: Naruto the Movie,Movie,1,2015,188252,7.8
870,#area31478,Bungou Stray Dogs,TV,12,2016,391225,7.8
871,#area34103,Danganronpa 3: The End of Kibougamine Gakuen - Kibou-hen,Special,1,2016,76895,7.8
872,#area2397,Digimon Adventure: Bokura no War Game!,Movie,1,2000,49152,7.8
873,#area33032,Drifters: Special Edition,OVA,1,2016,20507,7.8
874,#area30191,Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,Special,1,2015,38001,7.8
875,#area31859,Hai to Gensou no Grimgar,TV,12,2016,377117,7.8
876,#area6904,Hellsing I: Digest for Freaks,OVA,1,2006,27159,7.8
877,#area35658,Kuroko no Basket: Last Game NG-shuu,Special,1,2017,6707,7.8
878,#area517,School Rumble Ichi Gakki Hoshuu,OVA,2,2005,46381,7.8
879,#area20847,Seitokai Yakuindomo*,TV,13,2014,147481,7.8
880,#area2451,Space Cobra,TV,31,1982,10851,7.8
881,#area1000,Uchuu Kaizoku Captain Herlock,TV,42,1978,21598,7.8
882,#area11737,Ao no Exorcist Movie,Movie,1,2012,155836,7.8
883,#area28249,Arslan Senki (TV),TV,25,2015,229194,7.8
884,#area37873,BanG Dream! Garupa☆Pico,TV,26,2018,5335,7.8
885,#area8514,Break Blade 2: Ketsubetsu no Michi,Movie,1,2010,51715,7.8
886,#area2994,Death Note: Rewrite,Special,2,2007,115978,7.8
887,#area37822,Douluo Dalu 2nd Season,ONA,9,2018,1851,7.8
888,#area37033,Emiya-san Chi no Kyou no Gohan,ONA,13,2017,39555,7.8
889,#area15117,Kami nomi zo Shiru Sekai: Tenri-hen,OVA,2,2012,91504,7.8
890,#area21659,Kill la Kill Specials,Special,2,2014,119787,7.8
891,#area25015,Kyoukai no Kanata Movie 1: I&#039;ll Be Here - Kako-hen,Movie,1,2015,72665,7.8
892,#area4454,Macross F: Close Encounter - Deculture Edition,Special,1,2007,10190,7.8
893,#area13667,Naruto: Shippuuden Movie 6 - Road to Ninja,Movie,1,2012,137718,7.8
894,#area18897,Nisekoi,TV,20,2014,557848,7.8
895,#area36796,Owarimonogatari 2nd Season Recaps,Special,2,2017,6662,7.8
896,#area1719,Rozen Maiden: Ouvertüre,Special,2,2006,50004,7.8
897,#area396,Seikai no Senki,TV,13,2000,23113,7.8
898,#area5074,Tetsuwan Birdy Decode:02,TV,12,2009,36948,7.8
899,#area31711,To LOVE-Ru Darkness 2nd Specials,Special,2,2016,47181,7.8
900,#area31483,"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",OVA,1,2016,38075,7.7
901,#area10259,Da Yu Hai Tang,Movie,1,2016,18461,7.7
902,#area7305,Detective Conan Movie 10: Promo Special,Special,1,2006,5900,7.7
903,#area28479,Detective Conan Movie 19: The Hellfire Sunflowers,Movie,1,2015,16690,7.7
904,#area19115,Giovanni no Shima,Movie,1,2014,17198,7.7
905,#area644,Hachimitsu to Clover Specials,Special,2,2005,24200,7.7
906,#area8426,Hourou Musuko,TV,11,2011,77571,7.7
907,#area10460,Kimi to Boku.,TV,13,2011,114776,7.7
908,#area1462,Memories,Movie,3,1995,55105,7.7
909,#area1376,Ojamajo Doremi Na-i-sho,OVA,13,2004,5356,7.7
910,#area31289,One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,Special,1,2015,20083,7.7
911,#area2594,Piano no Mori,Movie,1,2007,40329,7.7
912,#area398,Seikai no Senki III,OVA,2,2005,13231,7.7
913,#area28069,Shigatsu wa Kimi no Uso: Moments,OVA,1,2015,63080,7.7
914,#area22101,Soredemo Sekai wa Utsukushii,TV,12,2014,161064,7.7
915,#area37370,The Perfect World,Music,1,2018,4094,7.7
916,#area32673,Udon no Kuni no Kiniro Kemari,TV,12,2016,68444,7.7
917,#area22199,Akame ga Kill!,TV,24,2014,856440,7.7
918,#area33071,Bungou Stray Dogs: Hitori Ayumu,OVA,1,2017,41724,7.7
919,#area3841,Chi&#039;s Sweet Home,TV,104,2008,45227,7.7
920,#area951,Chibi Maruko-chan,TV,142,1990,6747,7.7
921,#area28669,Go! Princess Precure,TV,50,2015,8314,7.7
922,#area10350,Hakuouki Sekkaroku,OVA,6,2011,19286,7.7
923,#area6984,Hidamari Sketch x 365 Specials,Special,3,2009,12711,7.7
924,#area33446,Huyao Xiao Hongniang: Yue Hong,ONA,13,2016,7225,7.7
925,#area31227,Kindaichi Shounen no Jikenbo Returns 2nd Season,TV,22,2015,5996,7.7
926,#area2175,Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,Movie,1,2007,32966,7.7
927,#area3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,TV,373,1996,7465,7.7
928,#area15487,Kuroko no Basket NG-shuu,Special,9,2012,42007,7.7
929,#area474,Macross Plus,OVA,4,1994,29818,7.7
930,#area1211,Macross Plus Movie Edition,Movie,1,1995,10590,7.7
931,#area444,Maria-sama ga Miteru: Haru,TV,13,2004,18343,7.7
932,#area9510,Mitsudomoe Zouryouchuu!,TV,8,2011,32962,7.7
933,#area16239,One Piece: Episode of Luffy - Hand Island no Bouken,Special,1,2012,29953,7.7
934,#area28927,Owari no Seraph: Nagoya Kessen-hen,TV,12,2015,339470,7.7
935,#area21473,Persona 3 the Movie 2: Midsummer Knight&#039;s Dream,Movie,1,2014,45091,7.7
936,#area31592,Pokemon XY&amp;Z,TV,47,2015,36903,7.7
937,#area1699,Romeo x Juliet,TV,24,2007,122749,7.7
938,#area19775,Sidonia no Kishi,TV,12,2014,162879,7.7
939,#area26,Texhnolyze,TV,22,2003,137035,7.7
940,#area12883,Tsuritama,TV,12,2012,115024,7.7
941,#area6956,Working!!,TV,13,2010,269813,7.7
942,#area37976,Zombieland Saga,TV,12,2018,139388,7.7
943,#area14941,AKB0048: Next Stage,TV,13,2013,27377,7.7
944,#area531,Bishoujo Senshi Sailor Moon R: The Movie,Movie,1,1993,41587,7.7
945,#area10092,Break Blade 6: Doukoku no Toride,Movie,1,2011,45177,7.7
946,#area233,Daa! Daa! Daa!,TV,78,2000,16003,7.7
947,#area10534,Doraemon Movie 31: Shin Nobita to Tetsujin Heidan - Habatake Tenshi-tachi,Movie,1,2011,2400,7.7
948,#area120,Fruits Basket,TV,26,2001,307789,7.7
949,#area1888,Ichigo Mashimaro OVA,OVA,3,2007,17550,7.7
950,#area32268,Koyomimonogatari,ONA,12,2016,108183,7.7
951,#area22125,Kuroko no Basket: Mou Ikkai Yarimasen ka,Special,1,2014,28344,7.7
952,#area34428,Overlord Movie 2: Shikkoku no Eiyuu,Movie,1,2017,29532,7.7
953,#area8795,Panty &amp; Stocking with Garterbelt,TV,13,2010,221814,7.7
954,#area290,Seikai no Monshou,TV,13,1999,34155,7.7
955,#area5751,Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,OVA,4,2009,11371,7.7
956,#area8937,Toaru Majutsu no Index II,TV,24,2010,260837,7.7
957,#area32717,Aikatsu Stars!,TV,100,2016,9862,7.7
958,#area997,Bishoujo Senshi Sailor Moon S: Kaguya Hime no Koibito,Movie,1,1994,35727,7.7
959,#area4177,Bounen no Xamdou,ONA,26,2008,100471,7.7
960,#area978,Change!! Getter Robo: Sekai Saigo no Hi,OVA,13,1998,8086,7.7
961,#area2450,Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,Movie,1,2001,4021,7.7
962,#area9785,Detective Conan: Conan vs. Kid - Shark &amp; Jewel,Movie,1,2005,4483,7.7
963,#area34855,Gabriel DropOut Specials,Special,2,2017,31771,7.7
964,#area74,Gakuen Alice,TV,26,2004,65725,7.7
965,#area18055,Hakkenden: Touhou Hakken Ibun 2nd Season,TV,13,2013,43475,7.7
966,#area2405,Hello! Lady Lynn,TV,36,1988,2384,7.7
967,#area10497,Hetalia World Series Specials,Special,4,2011,17948,7.7
968,#area27991,K: Return of Kings,TV,13,2015,183331,7.7
969,#area32491,Kanojo to Kanojo no Neko: Everything Flows,TV,4,2016,66534,7.7
970,#area2454,Kimagure Orange☆Road: Ano Hi ni Kaeritai,Movie,1,1988,5698,7.7
971,#area2963,Minami-ke,TV,13,2007,129477,7.7
972,#area15315,Mondaiji-tachi ga Isekai kara Kuru Sou Desu yo?,TV,10,2013,336733,7.7
973,#area2547,Princess Sara,TV,46,1985,11045,7.7
974,#area18119,Servant x Service,TV,13,2013,126662,7.7
975,#area23777,Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Movie,1,2015,47532,7.7
976,#area9790,Sora no Otoshimono: Tokeijikake no Angeloid,Movie,1,2011,94034,7.7
977,#area182,Tenkuu no Escaflowne,TV,26,1996,105353,7.7
978,#area1293,Urusei Yatsura,TV,195,1981,38753,7.7
979,#area477,Aria The Animation,TV,13,2005,101780,7.7
980,#area740,Bishoujo Senshi Sailor Moon R,TV,43,1993,92525,7.7
981,#area150,Blood+,TV,50,2005,263606,7.7
982,#area60,Chrno Crusade,TV,24,2003,171941,7.7
983,#area33988,Demi-chan wa Kataritai,TV,12,2017,206361,7.7
984,#area7471,Detective Conan Movie 09: Promo Special,Special,1,2005,5964,7.7
985,#area345,Eikoku Koi Monogatari Emma,TV,12,2005,33298,7.7
986,#area32979,Flip Flappers,TV,13,2016,116247,7.7
987,#area35191,Free! Movie 2: Timeless Medley - Yakusoku,Movie,1,2017,14444,7.7
988,#area19671,Free!: FrFr - Short Movie,Special,7,2013,46499,7.7
989,#area123,Fushigi Yuugi,TV,52,1995,77265,7.7
990,#area18619,Girls &amp; Panzer: Kore ga Hontou no Anzio-sen Desu!,OVA,1,2014,25894,7.7
991,#area36028,Golden Kamuy,TV,12,2018,92740,7.7
992,#area15451,High School DxD New,TV,12,2013,438847,7.7
993,#area4811,Ichigo Mashimaro Encore,OVA,2,2009,15022,7.7
994,#area34973,Love Live! Sunshine!! 2nd Season,TV,13,2017,52783,7.7
995,#area6050,Mahou Sensei Negima! Mou Hitotsu no Sekai,OVA,4,2009,17874,7.7
996,#area14511,Minami-ke Tadaima,TV,13,2013,40411,7.7
997,#area12021,Poyopoyo Kansatsu Nikki,TV,52,2012,16389,7.7
998,#area1011,Ranma ½ Super,OVA,3,1995,12558,7.7
999,#area21843,Shingeki no Bahamut: Genesis,TV,12,2014,251717,7.7
1000,#area9441,Yume-iro Pâtissière SP Professional,TV,13,2010,26000,7.7
1001,#area6347,Baka to Test to Shoukanjuu,TV,13,2010,411955,7.7
1002,#area530,Bishoujo Senshi Sailor Moon,TV,46,1992,194566,7.7
1003,#area966,Crayon Shin-chan,TV,895,1992,37741,7.7
1004,#area2724,Daicon Opening Animations,Special,2,1981,11513,7.7
1005,#area8086,Densetsu no Yuusha no Densetsu,TV,24,2010,189909,7.7
1006,#area71,Full Metal Panic!,TV,24,2002,338103,7.7
1007,#area1015,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,Special,1,2006,59396,7.7
1008,#area28539,Garo Movie: Divine Flame,Movie,1,2016,15707,7.7
1009,#area160,"Ima, Soko ni Iru Boku",TV,13,1999,81194,7.7
1010,#area450,InuYasha Movie 02: Kagami no Naka no Mugenjo,Movie,1,2002,66484,7.7
1011,#area228,Jigoku Shoujo,TV,26,2005,231064,7.7
1012,#area32870,Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,Movie,1,2016,13122,7.7
1013,#area23385,Kyoukai no Kanata: Shinonome,Special,1,2014,66110,7.7
1014,#area87,Mobile Suit Gundam: Char&#039;s Counterattack,Movie,1,1988,25994,7.7
1015,#area30347,Nanatsu no Taizai OVA,OVA,2,2015,75533,7.7
1016,#area7592,Nurarihyon no Mago,TV,24,2010,172085,7.7
1017,#area464,One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,Movie,1,2005,50471,7.7
1018,#area208,R.O.D OVA,OVA,3,2001,48904,7.7
1019,#area2499,Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Movie,1,1995,9818,7.7
1020,#area540,Tenchi Muyou! Ryououki 2nd Season,OVA,6,1994,19628,7.7
1021,#area31380,To LOVE-Ru Darkness 2nd OVA,OVA,3,2016,41258,7.7
1022,#area13851,To LOVE-Ru Darkness OVA,OVA,6,2012,81268,7.7
1023,#area9000,Toaru Hikuushi e no Tsuioku,Movie,1,2011,38985,7.7
1024,#area1002,Top wo Nerae 2! Diebuster,OVA,6,2004,52612,7.7
1025,#area9062,Angel Beats! Specials,Special,2,2010,181127,7.7
1026,#area11111,Another,TV,12,2012,832771,7.7
1027,#area9471,Baka to Test to Shoukanjuu: Matsuri,OVA,2,2011,89243,7.7
1028,#area24913,Bokura wa Minna Kawai-sou: Hajimete no,Special,1,2015,30171,7.7
1029,#area1690,Bokurano,TV,24,2007,107892,7.7
1030,#area6772,Break Blade 1: Kakusei no Toki,Movie,1,2010,68589,7.7
1031,#area33028,Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,TV,11,2016,136468,7.7
1032,#area2229,Dragon Quest: Dai no Daibouken (TV),TV,46,1991,12729,7.7
1033,#area226,Elfen Lied,TV,13,2004,891332,7.7
1034,#area9982,Fairy Tail OVA,OVA,5,2011,112827,7.7
1035,#area1281,Gakkou no Kaidan,TV,19,2000,71048,7.7
1036,#area3931,Initial D Battle Stage 2,OVA,1,2007,15766,7.7
1037,#area3713,Jigoku Shoujo Mitsuganae,TV,26,2008,75717,7.7
1038,#area255,Jungle wa Itsumo Hare nochi Guu Final,OVA,7,2003,8363,7.7
1039,#area2593,Kara no Kyoukai 1: Fukan Fuukei,Movie,1,2007,245743,7.7
1040,#area24439,Kekkai Sensen,TV,12,2015,411731,7.7
1041,#area1412,Lupin III,TV,23,1971,51718,7.7
1042,#area331,Mahoujin Guruguru,TV,45,1994,7085,7.7
1043,#area20785,Mahouka Koukou no Rettousei,TV,26,2014,480047,7.7
1044,#area709,Mujin Wakusei Survive,TV,52,2003,16785,7.7
1045,#area31953,New Game!,TV,12,2016,224541,7.7
1046,#area30296,Rakudai Kishi no Cavalry,TV,12,2015,380640,7.7
1047,#area1008,Ranma ½ Specials,OVA,2,1994,13618,7.7
1048,#area65,Rozen Maiden: Träumend,TV,12,2005,83791,7.7
1049,#area3515,Saint Seiya: Meiou Hades Elysion-hen,OVA,6,2008,25911,7.7
1050,#area33013,Super Lovers OVA,OVA,2,2017,14509,7.7
1051,#area539,Tenchi Muyou! Ryououki,OVA,6,1992,33200,7.7
1052,#area10717,Towa no Quon 6: Towa no Quon,Movie,1,2011,25284,7.7
1053,#area95,Turn A Gundam,TV,50,1999,27243,7.7
1054,#area856,Utawarerumono,TV,26,2006,117618,7.7
1055,#area33337,ACCA: 13-ku Kansatsu-ka,TV,12,2017,86259,7.7
1056,#area9201,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,OVA,3,2010,49756,7.7
1057,#area283,Akage no Anne,TV,50,1979,15004,7.7
1058,#area371,Cardcaptor Sakura Movie 1,Movie,1,1999,70260,7.7
1059,#area4596,Code Geass: Hangyaku no Lelouch Special Edition Black Rebellion,OVA,1,2008,28982,7.7
1060,#area2471,Doraemon (1979),TV,1787,1979,21976,7.7
1061,#area30694,Dragon Ball Super,TV,131,2015,290564,7.7
1062,#area30778,Fairy Tail Movie 2: Dragon Cry,Movie,1,2017,74070,7.7
1063,#area9065,Hakuouki Hekketsuroku,TV,10,2010,62493,7.7
1064,#area6927,Higashi no Eden: Air Communication,Movie,1,2009,24945,7.7
1065,#area488,Ichigo Mashimaro,TV,12,2005,58687,7.7
1066,#area13403,Inu x Boku SS Special,Special,1,2012,61271,7.7
1067,#area324,Kidou Keisatsu Patlabor: On Television,TV,47,1989,22170,7.7
1068,#area433,"Kumo no Mukou, Yakusoku no Basho",Movie,1,2004,142576,7.7
1069,#area1418,Lupin III: Episode 0 &quot;First Contact&quot;,Special,1,2002,6152,7.7
1070,#area7270,Mobile Suit Gundam 00 Special Edition,OVA,3,2009,8671,7.7
1071,#area323,Mousou Dairinin,TV,13,2004,199438,7.7
1072,#area2313,Muumindani no Suisei,Movie,1,1992,5667,7.7
1073,#area24135,Nobunaga Concerto,TV,10,2014,36668,7.7
1074,#area21755,Shin Tennis no Ouji-sama OVA vs. Genius 10,OVA,10,2014,9470,7.7
1075,#area9930,Snow Halation,Music,1,2010,13098,7.7
1076,#area8407,Sora no Otoshimono: Forte,TV,12,2010,198444,7.7
1077,#area24151,Ao Haru Ride OVA,OVA,2,2014,70076,7.7
1078,#area8247,Bleach Movie 4: Jigoku-hen,Movie,1,2010,122858,7.7
1079,#area240,Genshiken,TV,12,2004,127684,7.7
1080,#area1813,Genshiken OVA,OVA,3,2006,40443,7.7
1081,#area10793,Guilty Crown,TV,22,2011,686860,7.7
1082,#area35806,Haikyuu!!: vs. &quot;Akaten&quot;,OVA,1,2016,15878,7.7
1083,#area6637,Higashi no Eden Movie II: Paradise Lost,Movie,1,2010,107128,7.7
